UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,anomaly,score
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,0,0.153019363170051
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,0,0.1504197041092864
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,0,0.1464819876043978
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,0,0.144776107908633
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,0,0.14620879154218475
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,0,0.1625347491471973
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,0,0.16281770612071172
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,0,0.15605999961904377
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,0,0.13916576310981837
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,0,0.1428888241370953
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,0,0.1536177163725343
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,0,0.12323613555784779
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,0,0.16160229976247537
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,0,0.15204685834529064
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,0,0.15379988228879227
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,0,0.13916725621991388
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,0,0.1679771126600758
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,0,0.16771886066875247
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,0,0.15314212562827206
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,0,0.16239275459540375
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,0,0.10556335248860993
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,0,0.17130888143818118
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,0,0.1258307453898988
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,0,0.15284431624516703
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,0,0.1681174608947526
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,0,0.14376571700046842
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,0,0.16758151908651325
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,0,0.15267146325478298
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,0,0.1572636469626021
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,0,0.1391023472494345
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,0,0.12931687805539832
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,0,0.13458654705704853
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,0,0.12912129614565498
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,0,0.16085668520347052
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,0,0.14249370293583197
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,0,0.07911279856327047
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,0,0.09611420272100363
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,0,0.14053022682233102
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,0,0.12049489669278429
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,0,0.15027200445603878
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,0,0.1316843122490774
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,0,0.11637341573311971
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,0,0.07174894123919384
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,0,0.08955089530817373
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,0,0.1144829366130114
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,0,0.10742384376896602
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,0,0.107315332940421
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,0,0.09004196817522259
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,0,0.0989541977236989
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,0,0.07311457665036658
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,0,0.049784076522644716
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,0,0.07677215879082067
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,0,0.125805893459564
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,0,0.11724883608929887
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,0,0.12721608096362835
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,0,0.13866204277728328
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,0,0.14149166020721027
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,0,0.09554920535722544
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,0,0.14054905901972964
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,0,0.1440538138416091
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,0,0.14145315906412004
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,0,0.14199483657887957
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,0,0.04817483367614084
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,0,0.14638230610429814
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,0,0.14941882354671548
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,0,0.16228774824744135
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,0,0.15181997345655862
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,0,0.14807157860295184
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,0,0.15751682043534943
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,0,0.1642679500681392
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,0,0.0742644623092209
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,0,0.15812836814559716
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,0,0.16541482699980464
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,0,0.15251920053080392
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,0,0.17162285579442121
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,0,0.11705013524984154
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,0,0.07953088357682603
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,0,0.16402363929557012
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,0,0.058260497494601715
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,0,0.16807340049068725
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,0,0.1772299716333633
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,0,0.16776950207344354
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,0,0.15484511778524834
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,0,0.1589360675978742
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,0,0.16462484765373858
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,0,0.11192803883710672
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,0,0.06018921300065261
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,0,0.1632275014503431
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,0,0.16830232493049108
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,0,0.16912860101395277
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,0,0.16605185402167816
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,0,0.17540877502394653
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,0,0.15525337885299945
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,0,0.06445266494492108
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,0,0.07016253712482767
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,0,0.11410963691564718
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,0,0.11115180026539784
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,0,0.16518032234543067
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,0,0.1673794407754267
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,0,0.16021430539838355
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,0,0.09701653792186932
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,0,0.16921758715432078
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,0,0.13334358332304697
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,0,0.17696515472803798
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,0,0.16596256153606936
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,0,0.004968103236507204
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,0,0.16665239837158458
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,0,0.10310568988616103
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,0,0.1639337624722087
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,0,0.1572224331722994
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,0,0.17063064700608166
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,0,0.1508316914391858
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,0,0.16831246314582393
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,0,0.15482507156457753
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,0,0.1632221609859748
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,0,0.0834761812369813
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,0,0.08934637489378094
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,0,0.16228128676758458
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,0,0.16517302249701282
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,0,0.1425940629737258
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,0,0.1606276190945226
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,0,0.14868874680302785
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,0,0.10830728420230679
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,0,0.07392686827091721
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,0,0.15629022558749484
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,0,0.138097178251252
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,0,0.15833065339893804
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,0,0.15912298597937885
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,0,0.10142385652851466
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,0,0.12152265524598216
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,0,0.10772166502079034
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,0,0.10023685287569956
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,0,0.09601669590554879
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,0,0.12077515586868381
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,0,0.10476126936739033
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,0,0.11660769354970968
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,0,0.10605007641418845
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,0,0.12319201048885242
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,0,0.13710458841252493
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,0,0.10356122140936819
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,0,0.1377184123616072
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,0,0.13337145020458835
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,0,0.1418444410745665
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,0,0.08878049265741461
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,0,0.1300192978609146
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,0,0.03584657199776231
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,0,0.14568971840143052
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,0,0.1291571696632447
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,0,0.10684662732259431
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,0,0.1280739518267544
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,0,0.10135726909057158
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,0,0.1436573411526243
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,0,0.13426671058639827
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,0,0.08797415582432755
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,0,0.14309971349512474
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,0,0.07866227317650754
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,0,0.1583860410744013
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,0,0.14496221560732153
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,0,0.16473891263147705
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,0,0.12629788573206052
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,0,0.16471400881277237
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,0,0.16712806381389317
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,0,0.15703385634772815
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,0,0.06767978945461695
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,0,0.16188641259674602
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,0,0.15984116015682798
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,0,0.15500651902593215
4153,M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,0,0.1665961697742609
4154,M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,0,0.0815211108951791
4155,M19014,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,0,0.10776240282594363
4156,L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,0,0.15317454966947708
4157,M19016,M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,0,0.10248232382508887
4158,L51337,L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,0,0.0685714301794812
4159,L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,0,0.08720037897220456
4160,M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,0,0.15744321941173772
4161,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,0,0.15549786929085269
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,0,0.15594940780502814
4163,L51342,L,302.0,310.4,1591,29.8,105,0,0,0,0,0,0,0,0.1482903539916498
4164,L51343,L,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,0,0.14250116820904712
4165,L51344,L,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,0,0.1345618822954744
4166,M19025,M,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,0,0.16717288491785903
4167,H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,0,0.14790391377255913
4168,M19027,M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,0,0.1611597381002418
4169,L51348,L,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,0,0.15426999820114917
4170,L51349,L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,0,0.16757132876426917
4171,M19030,M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,0,0.13624424064622276
4172,M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,0,0.09318790054922965
4173,L51352,L,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,0,0.1485607520805703
4174,M19033,M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,0,0.13121138369071655
4175,L51354,L,302.3,310.7,1499,37.8,137,0,0,0,0,0,0,0,0.1700098745756085
4176,L51355,L,302.3,310.7,1612,33.4,139,0,0,0,0,0,0,0,0.15890713916219423
4177,M19036,M,302.3,310.7,1544,39.7,141,0,0,0,0,0,0,0,0.16884099262780905
4178,L51357,L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,0,0.1626783746896605
4179,L51358,L,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,0,0.1514010712805237
4180,L51359,L,302.4,310.9,1349,46.1,148,1,0,1,0,0,0,0,0.1343094149961217
4181,L51360,L,302.4,310.8,1686,28.8,150,0,0,0,0,0,0,0,0.14338046511407054
4182,M19041,M,302.4,310.7,1521,40.4,152,0,0,0,0,0,0,0,0.16590028811209057
4183,L51362,L,302.4,310.7,1362,54.8,155,1,0,1,0,0,0,0,0.12090126929793032
4184,L51363,L,302.3,310.7,1402,50.9,157,0,0,0,0,0,0,0,0.1459281912208628
4185,L51364,L,302.2,310.6,1334,53.2,159,1,0,1,0,0,0,0,0.12720250966096425
4186,L51365,L,302.2,310.6,1348,48.4,161,1,0,1,0,0,0,0,0.1334478947669933
4187,M19046,M,302.2,310.6,1570,34.6,163,0,0,0,0,0,0,0,0.1660051591903175
4188,M19047,M,302.2,310.7,1601,33.0,166,0,0,0,0,0,0,0,0.16035008910535703
4189,M19048,M,302.3,310.8,1611,31.8,169,0,0,0,0,0,0,0,0.14920350857104558
4190,L51369,L,302.4,310.9,1560,31.8,172,0,0,0,0,0,0,0,0.14711598600641534
4191,H33604,H,302.4,310.9,1444,40.7,174,0,0,0,0,0,0,0,0.15469025520044277
4192,L51371,L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,0,0.08544317530449397
4193,M19052,M,302.5,311.0,1463,43.1,181,0,0,0,0,0,0,0,0.1549986486998079
4194,L51373,L,302.4,311.1,1634,34.2,184,0,0,0,0,0,0,0,0.1447579288995553
4195,L51374,L,302.4,311.0,1423,46.2,186,0,0,0,0,0,0,0,0.14829671476973033
4196,L51375,L,302.5,311.0,1548,38.4,188,0,0,0,0,0,0,0,0.15029798408764333
4197,M19056,M,302.5,311.0,1563,35.6,190,0,0,0,0,0,0,0,0.14619999501227599
4198,L51377,L,302.4,311.0,1573,36.5,193,0,0,0,0,0,0,0,0.14735782640152856
4199,M19058,M,302.4,311.1,1432,44.5,195,0,0,0,0,0,0,0,0.1478865200348085
4200,M19059,M,302.5,311.1,1638,32.0,198,0,0,0,0,0,0,0,0.13182489459706315
4201,L51380,L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0,0,0.13374765583124115
4203,L51382,L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0,0,0.13352885758857386
4204,M19063,M,302.3,310.9,1558,31.9,207,0,0,0,0,0,0,0,0.12975441165146762
4205,M19064,M,302.3,310.9,1523,43.2,210,0,0,0,0,0,0,0,0.12409138462896135
4206,L51385,L,302.3,310.8,1723,26.3,213,0,0,0,0,0,0,0,0.08378951009631264
4207,M19066,M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0,0,0.09037224791975118
4208,M19067,M,302.3,310.9,1710,30.4,218,1,1,0,0,0,0,0,0.08425468775366773
4209,M19068,M,302.3,310.9,1627,32.3,0,0,0,0,0,0,0,0,0.1060543830270333
4210,M19069,M,302.2,310.8,1422,47.0,3,0,0,0,0,0,0,0,0.12251077512018543
4211,L51390,L,302.1,310.8,1565,35.3,6,0,0,0,0,0,0,0,0.13657855499316202
4212,L51391,L,302.1,310.7,1314,52.8,8,1,0,1,0,0,0,0,0.08693118463072091
4213,M19072,M,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,0,0.0659306038213604
4214,L51393,L,302.1,310.7,1465,40.7,13,0,0,0,0,0,0,0,0.1443781724913552
4215,L51394,L,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,0,0.14802643423301742
4217,L51396,L,301.9,310.7,1370,50.3,20,0,0,0,0,0,0,0,0.1302049447674572
4218,L51397,L,301.9,310.6,1462,38.8,22,0,0,0,0,0,0,0,0.15131875537113798
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0,0,0.1525760403786754
4220,L51399,L,301.9,310.7,1717,26.8,27,0,0,0,0,0,0,0,0.11156597130506912
4221,M19080,M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,0,0.026618161580625355
4222,L51401,L,301.9,310.6,1467,39.3,32,0,0,0,0,0,0,0,0.1647065556839874
4223,M19082,M,302.0,310.6,1535,38.6,34,0,0,0,0,0,0,0,0.15972744837135572
4224,L51403,L,302.0,310.7,1657,31.9,37,0,0,0,0,0,0,0,0.13648565834221138
4225,L51404,L,302.0,310.7,1698,28.1,39,0,0,0,0,0,0,0,0.12255837293984845
4226,L51405,L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0,0,0.12492545929405757
4227,L51406,L,302.1,310.8,1596,37.1,43,0,0,0,0,0,0,0,0.1496340828191874
4228,L51407,L,302.2,310.8,1383,46.9,45,0,0,0,0,0,0,0,0.1419911800083311
4230,M19089,M,302.2,310.8,1408,46.8,49,0,0,0,0,0,0,0,0.1457334459669825
4231,L51410,L,302.2,310.8,1673,32.9,52,0,0,0,0,0,0,0,0.13887804303395718
4232,L51411,L,302.2,310.8,1340,47.8,54,0,0,0,0,0,0,0,0.1222593379908497
4233,L51412,L,302.2,310.9,1452,42.3,56,0,0,0,0,0,0,0,0.15720192125625654
4234,M19093,M,302.2,310.9,1302,53.4,58,0,0,0,0,0,0,0,0.10292557035952399
4235,H33648,H,302.2,310.9,1522,35.9,61,0,0,0,0,0,0,0,0.1650697089386718
4236,L51415,L,302.2,310.8,1438,41.4,66,0,0,0,0,0,0,0,0.16258604141514643
4237,L51416,L,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,0,0.15290874682644567
4238,L51417,L,302.2,311.0,1832,23.2,70,0,0,0,0,0,0,0,0.09404429938722697
4239,M19098,M,302.3,311.0,1521,34.8,72,0,0,0,0,0,0,0,0.16536582159687419
4240,L51419,L,302.3,311.0,1446,37.6,75,0,0,0,0,0,0,0,0.1620302098321748
4241,L51420,L,302.4,311.1,1905,20.9,77,0,0,0,0,0,0,0,0.07116578328792622
4242,L51421,L,302.4,311.0,1475,47.9,79,0,0,0,0,0,0,0,0.15590920085257187
4243,L51422,L,302.4,311.0,1462,48.5,81,0,0,0,0,0,0,0,0.14975337110279757
4244,M19103,M,302.4,310.9,1435,42.3,83,0,0,0,0,0,0,0,0.15872170967708898
4245,L51424,L,302.4,310.9,1469,39.6,86,0,0,0,0,0,0,0,0.1629502518290507
4246,M19105,M,302.6,311.1,1520,43.0,88,0,0,0,0,0,0,0,0.152972272233672
4247,L51426,L,302.6,311.0,1537,35.5,91,0,0,0,0,0,0,0,0.15429617716196325
4248,L51427,L,302.6,311.0,1369,60.0,93,1,0,1,0,0,0,0,0.09024703422296199
4249,L51428,L,302.6,311.0,1506,37.2,95,0,0,0,0,0,0,0,0.1559352649818746
4250,L51429,L,302.5,310.9,1330,56.9,97,1,0,1,0,0,0,0,0.09645894589110343
4251,L51430,L,302.6,311.0,1660,38.0,99,0,0,0,0,0,0,0,0.14312169288270554
4252,H33665,H,302.5,310.9,1356,55.5,101,1,0,1,0,0,0,0,0.11363216930386077
4253,H33666,H,302.6,311.0,1438,51.0,106,0,0,0,0,0,0,0,0.13954075590701276
4254,M19113,M,302.6,311.0,1329,48.6,111,1,0,1,0,0,0,0,0.12209291054067489
4255,L51434,L,302.6,311.0,1284,68.0,114,1,0,1,1,0,0,0,0.024350784886675636
4256,M19115,M,302.5,311.0,1387,52.1,116,0,0,0,0,0,0,0,0.13650541092717206
4257,M19116,M,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,0,0.15118485199325998
4258,M19117,M,302.6,311.0,1589,39.0,122,0,0,0,0,0,0,0,0.15143815044004616
4259,M19118,M,302.7,311.1,1297,60.7,125,1,0,1,0,0,0,0,0.06121942181192508
4260,L51439,L,302.7,311.2,1545,35.1,128,0,0,0,0,0,0,0,0.1524983778625254
4261,H33674,H,302.7,311.1,1418,43.4,130,0,0,0,0,0,0,0,0.14896558059277376
4262,L51441,L,302.7,311.1,1730,28.1,135,0,0,0,0,0,0,0,0.12385228542298948
4263,L51442,L,302.6,311.0,2001,20.7,137,0,0,0,0,0,0,0,0.0455878209345133
4264,L51443,L,302.6,311.0,1620,36.2,139,0,0,0,0,0,0,0,0.15402711081470205
4265,M19124,M,302.6,311.0,1542,39.7,141,0,0,0,0,0,0,0,0.1586684188385718
4266,L51445,L,302.6,311.0,1424,38.0,144,0,0,0,0,0,0,0,0.1497637712821847
4267,L51446,L,302.7,311.1,1440,39.5,146,0,0,0,0,0,0,0,0.1505640748670939
4268,L51447,L,302.6,311.0,1520,42.8,148,0,0,0,0,0,0,0,0.15773527463850645
4269,L51448,L,302.7,311.0,1694,29.8,150,0,0,0,0,0,0,0,0.1318756902484599
4270,L51449,L,302.6,311.0,1610,39.2,152,0,0,0,0,0,0,0,0.1465471528359859
4271,L51450,L,302.6,310.9,1331,52.0,154,1,0,1,0,0,0,0,0.11609061762202338
4272,L51451,L,302.6,310.8,1470,41.2,156,0,0,0,0,0,0,0,0.15342889689602474
